Market ID;Result;Invested ($);PnL ($);PnL (%);Win;Loss
0x2d1b3a6155c423c20726d937744ff157724237d25db64052750e74372d063fff;WIN;16,07;2,13;13.23;1;0
0x8ee214e20841820be482a160859805ac3fb0a058f463b5b8bc8be275cc34cdbc;WIN;14,69;2,36;16.05;1;0
0xfed374a2d8aa907b6a2f0aa6bf69a57064b0a3919f237093cbb1996a2ffed900;WIN;18,15;2,67;14.68;1;0
0x977b6afa7223ebc65884db3329387657376d13b0037afaf193e35c775154956e;WIN;84,98;14,17;16.67;1;0
0x51c1d8f1af113d5bb6147ec823e2a3e5de11e90c979b98b631017e8fad53146e;WIN;9,88;5,07;51.30;1;0
0x564b98e16c670982ca31466c4c250486244bc00b9a50ab413c0f97b85486eca2;WIN;29,84;4,61;15.46;1;0
0xa8fa872edb02074634c80d4fda7df819d02d089f6c3ce9608812aa77a1932e78;WIN;44,98;6,97;15.50;1;0
0xacc3b00d71b959d86f8f015dfd137e5cc8152685f071959aa8ace99c7e432139;LOSS;33,58;-14,80;-44.08;0;1
0x1e875ffd6f49e0372adc104b4489f9e15c8dd33eb839ee88edec43ebf4bb997e;WIN;74,64;15,05;20.16;1;0
0x309f60936b1d2063db0ee9e1de2fb0b116ff46c09ebc003b94d01daa571ea20d;LOSS;98,40;-4,20;-4.27;0;1
0x369b74a3d7a7345207e6458f6065d4d3f98e13d17d5dc6806f075ecd278d060c;LOSS;83,90;-51,90;-61.86;0;1
0x770096e02eb8cc5f80fc4fdffce68b7bcd33aeb84965e7006097841b4443dd77;WIN;15,19;2,03;13.36;1;0
0xddf1dd16293fd67a8258ae889182c2c4344425b57fc7f988a2c072ccd7919a58;WIN;14,94;2,09;13.97;1;0

TOTAL;Win rate: 84.76%;24230.04;288.13;1.19%;356;64
