Entry Price;Hedge50 Profit;RF Profit;Arb Profit;Budget Limit;Risk Threshold;Target Loss;Total PnL ($);Total Invested ($);Entry size;Wins;Losses;Total Markets
0,42;0,16;0,05;0,2;80;-0,3;-0,01;1,26;18426,63;15;370;50;420
0,42;0,11;0,15;0,25;105;-0,5;-0,08;0,97;28722,75;15;334;86;420
0,42;0,11;0,05;0,2;105;-0,3;-0,01;0,3;17175,01;10;388;32;420
0,42;0,11;0,05;0,2;105;-0,5;-0,01;0,26;17175,05;10;388;32;420
0,42;0,21;0,05;0,2;105;-0,5;-0,08;-0,18;18136,37;10;381;39;420
0,42;0,11;0,05;0,2;105;-0,3;0,05;-0,2;17175,51;10;388;32;420
0,42;0,11;0,05;0,2;105;-0,5;0,05;-0,56;17175,87;10;388;32;420
0,42;0,16;0,15;0,2;60;-0,3;0,05;-1,53;17262,83;15;321;99;420
0,42;0,16;0,15;0,25;60;-0,5;-0,08;-2,3;18595,63;15;310;110;420
0,42;0,21;0,05;0,2;105;-0,3;-0,01;-2,33;18146,58;10;381;39;420
0,42;0,16;0,05;0,2;80;-0,3;0,05;-2,58;18430,47;15;370;50;420
0,42;0,16;0,05;0,3;60;-0,3;0,05;-3,68;17029,51;15;349;71;420
0,42;0,11;0,15;0,2;60;-0,5;-0,01;-3,82;17389,64;15;314;106;420
0,42;0,21;0,15;0,2;60;-0,5;-0,01;-3,88;17872,54;15;314;106;420
0,42;0,21;0,05;0,35;105;-0,5;0,05;-4,19;25913,68;15;361;59;420
0,42;0,05;0,05;0,3;60;-0,5;-0,08;-4,4;16814,78;15;349;71;420
0,42;0,16;0,05;0,35;80;-0,5;-0,01;-4,82;21521,77;15;351;69;420
0,42;0,21;0,05;0,2;105;-0,3;0,05;-4,86;18156,08;10;382;38;420
0,42;0,21;0,05;0,2;105;-0,3;-0,08;-5,46;18141,65;10;381;39;420
0,42;0,11;0,15;0,2;60;-0,5;-0,08;-5,59;17349,03;15;314;106;420
0,42;0,16;0,05;0,3;80;-0,3;0,05;-6,03;20497,06;15;357;63;420
0,42;0,16;0,05;0,35;80;-0,5;-0,08;-6,07;21516,71;15;351;69;420
0,42;0,05;0,1;0,3;105;-0,3;-0,08;-6,13;26837,41;15;341;79;420
0,42;0,16;0,05;0,3;60;-0,3;-0,01;-6,13;17024,11;15;347;73;420
0,42;0,21;0,15;0,3;60;-0,5;-0,08;-6,89;17503,56;10;319;101;420
0,42;0,16;0,05;0,35;80;-0,5;0,05;-6,98;21529,4;15;352;68;420
0,42;0,05;0,1;0,3;80;-0,5;0,05;-7,04;19873,33;10;345;75;420
0,42;0,05;0,05;0,3;60;-0,5;-0,01;-8,07;16818,45;15;349;71;420
0,42;0,16;0,15;0,3;105;-0,3;-0,08;-9;27608,47;10;336;84;420
0,42;0,05;0,1;0,3;105;-0,5;-0,01;-9,6;26840,88;15;341;79;420
0,42;0,21;0,15;0,3;60;-0,5;-0,01;-9,86;17510,56;10;319;101;420
0,42;0,16;0,05;0,3;60;-0,3;-0,08;-10,23;17019,15;15;347;73;420
0,42;0,21;0,05;0,35;105;-0,3;0,05;-10,32;25919,81;15;361;59;420
0,42;0,16;0,15;0,25;60;-0,5;-0,01;-11,2;18604,53;15;310;110;420
0,42;0,05;0,05;0,3;60;-0,5;0,05;-11,81;16822,19;15;350;70;420
0,42;0,21;0,15;0,2;60;-0,5;-0,08;-11,97;17860,26;15;314;106;420
0,42;0,11;0,15;0,25;105;-0,5;-0,01;-12,15;28735,87;15;334;86;420
0,42;0,05;0,1;0,3;80;-0,3;0,05;-12,92;22315,04;15;334;86;420
0,42;0,21;0,15;0,25;60;-0,5;-0,08;-12,92;18303,84;15;309;111;420
0,42;0,05;0,1;0,3;80;-0,5;-0,01;-13,09;19874,05;10;344;76;420
0,42;0,05;0,1;0,3;80;-0,5;-0,08;-13,26;19868,07;10;344;76;420
0,42;0,16;0,15;0,25;60;-0,5;0,05;-13,54;18606,87;15;310;110;420
0,42;0,05;0,1;0,3;80;-0,3;0,05;-13,72;19880,01;10;345;75;420
0,42;0,11;0,15;0,25;105;-0,5;0,05;-13,77;28737,49;15;333;87;420
0,42;0,16;0,15;0,25;60;-0,3;-0,08;-15,06;18612,16;15;310;110;420
0,42;0,21;0,1;0,2;60;-0,5;-0,01;-15,63;17299,86;15;332;88;420
0,42;0,21;0,1;0,2;60;-0,5;-0,08;-16,07;17295,7;15;332;88;420
0,42;0,16;0,15;0,25;60;-0,3;0,05;-16,56;18622,16;15;311;109;420
0,42;0,16;0,05;0,3;60;-0,5;0,05;-16,59;17014,21;15;348;72;420
0,42;0,05;0,15;0,2;60;-0,5;-0,01;-17,17;17154,11;15;322;98;420
0,42;0,21;0,15;0,2;105;-0,3;-0,01;-17,43;26718,93;15;334;86;420
0,42;0,11;0,15;0,25;60;-0,5;0,05;-17,47;16639,64;10;327;93;420
0,42;0,21;0,1;0,2;60;-0,5;0,05;-17,69;17305,89;15;333;87;420
0,42;0,05;0,1;0,3;105;-0,3;-0,01;-17,7;26848,98;15;341;79;420
0,42;0,16;0,05;0,3;60;-0,5;-0,01;-17,74;17011,46;15;347;73;420
0,42;0,11;0,15;0,2;80;-0,3;-0,01;-17,76;21902,88;15;330;90;420
0,42;0,05;0,1;0,25;60;-0,3;0,05;-17,78;17463,76;15;327;93;420
0,42;0,16;0,15;0,3;105;-0,3;0,05;-17,84;27631,1;10;336;84;420
0,42;0,21;0,1;0,2;105;-0,5;-0,08;-17,87;24386,25;15;351;69;420
0,42;0,21;0,15;0,3;60;-0,3;-0,08;-18,44;17515,11;10;319;101;420
0,42;0,16;0,05;0,3;60;-0,5;-0,08;-18,61;17007,83;15;347;73;420
0,42;0,05;0,1;0,3;105;-0,5;0,05;-18,8;26850,08;15;341;79;420
0,42;0,05;0,1;0,3;80;-0,3;-0,01;-19,29;19880,25;10;344;76;420
0,42;0,21;0,1;0,3;80;-0,5;-0,01;-19,45;22682,3;15;335;85;420
0,42;0,21;0,15;0,3;60;-0,3;-0,01;-19,76;17520,46;10;319;101;420
0,42;0,16;0,1;0,25;60;-0,5;-0,08;-19,84;17893,76;15;326;94;420
0,42;0,05;0,1;0,3;80;-0,3;-0,08;-20,36;19875,17;10;344;76;420
0,42;0,16;0,15;0,25;60;-0,3;-0,01;-20,96;18622,62;15;310;110;420
0,42;0,21;0,15;0,2;60;-0,3;-0,08;-21,11;17876,78;15;314;106;420
0,42;0,11;0,15;0,2;80;-0,5;-0,08;-21,32;21756,97;15;330;90;420
0,42;0,05;0,1;0,35;105;-0,5;-0,08;-21,46;28543,47;15;336;84;420
0,42;0,21;0,1;0,3;80;-0,5;-0,08;-22,01;22678,94;15;335;85;420
0,42;0,11;0,15;0,25;60;-0,5;-0,01;-22,16;16647,43;10;326;94;420
0,42;0,11;0,15;0,2;80;-0,5;-0,01;-22,49;21794,49;15;330;90;420
0,42;0,05;0,05;0,25;60;-0,5;-0,08;-22,54;16159,84;15;355;65;420
0,42;0,21;0,1;0,2;105;-0,5;-0,01;-22,89;24391,27;15;351;69;420
0,42;0,05;0,1;0,35;105;-0,5;-0,01;-22,96;28554,77;15;336;84;420
0,42;0,01;0,05;0,35;60;-0,5;0,05;-23,3;16041,67;15;352;68;420
0,42;0,16;0,15;0,3;105;-0,3;-0,01;-23,71;27630,57;10;336;84;420
0,42;0,11;0,15;0,25;60;-0,3;0,05;-24,52;16646,69;10;327;93;420
0,42;0,01;0,05;0,35;60;-0,5;-0,01;-24,73;16039;15;351;69;420
0,42;0,05;0,05;0,25;60;-0,5;-0,01;-25,35;16162,65;15;356;64;420
0,42;0,05;0,1;0,3;105;-0,3;0,05;-25,83;26857,11;15;341;79;420
0,42;0,01;0,15;0,2;105;-0,3;0,05;-26,24;20319,42;10;362;58;420
0,42;0,05;0,05;0,25;60;-0,5;0,05;-26,39;16163,69;15;357;63;420
0,42;0,16;0,1;0,25;80;-0,3;0,05;-26,5;19107,62;10;354;66;420
0,42;0,16;0,1;0,25;60;-0,5;-0,01;-26,56;17900,48;15;326;94;420
0,42;0,21;0,15;0,3;60;-0,5;0,05;-26,67;17510,85;10;319;101;420
0,42;0,11;0,15;0,25;60;-0,5;-0,08;-26,94;16626,36;10;326;94;420
0,42;0,21;0,1;0,2;105;-0,5;0,05;-27,6;24395,98;15;351;69;420
0,42;0,05;0,1;0,35;105;-0,3;-0,08;-27,69;28549,7;15;336;84;420
0,42;0,16;0,15;0,3;105;-0,5;-0,08;-28,07;27591,59;10;336;84;420
0,42;0,01;0,05;0,35;60;-0,3;0,05;-28,22;16046,59;15;352;68;420
0,42;0,01;0,05;0,35;60;-0,5;-0,08;-28,83;16038,36;15;351;69;420
0,42;0,21;0,15;0,25;60;-0,5;-0,01;-28,91;18309,78;15;308;112;420
0,42;0,21;0,15;0,25;60;-0,5;0,05;-28,93;18313,66;15;309;111;420
0,42;0,05;0,05;0,2;105;-0,5;-0,08;-29,03;16644,03;10;387;33;420
0,42;0,05;0,1;0,35;60;-0,5;-0,08;-29,07;18209,11;15;317;103;420
0,42;0,05;0,1;0,35;60;-0,5;0,05;-29,22;18217,9;15;319;101;420
0,42;0,16;0,1;0,25;60;-0,3;-0,08;-29,37;17907,06;15;326;94;420
0,42;0,01;0,05;0,35;60;-0,3;-0,01;-29,52;16043,79;15;351;69;420
0,42;0,05;0,1;0,35;60;-0,5;-0,01;-29,58;18214,26;15;317;103;420
0,42;0,21;0,15;0,25;80;-0,3;0,05;-29,74;20331,24;10;333;87;420
0,42;0,05;0,05;0,25;60;-0,3;-0,08;-29,79;16167,09;15;355;65;420
0,42;0,16;0,1;0,25;80;-0,3;-0,01;-29,96;19105,83;10;353;67;420
0,42;0,16;0,15;0,25;105;-0,3;-0,08;-30,18;28281,14;15;331;89;420
0,42;0,21;0,1;0,2;60;-0,3;-0,08;-30,38;17310,01;15;332;88;420
0,42;0,05;0,1;0,35;105;-0,3;-0,01;-31;28562,81;15;336;84;420
0,42;0,05;0,05;0,2;105;-0,3;-0,08;-31,12;16646,12;10;387;33;420
0,42;0,01;0,15;0,2;105;-0,5;-0,01;-31,6;20759,32;10;360;60;420
0,42;0,11;0,15;0,25;60;-0,3;-0,01;-31,63;16656,9;10;326;94;420
0,42;0,16;0,1;0,25;60;-0,3;-0,01;-32,6;17914,85;15;326;94;420
0,42;0,21;0,1;0,3;80;-0,3;-0,01;-32,64;22695,49;15;335;85;420
0,42;0,01;0,05;0,35;60;-0,3;-0,08;-32,65;16042,18;15;351;69;420
0,42;0,05;0,05;0,25;60;-0,3;-0,01;-32,77;16170,07;15;356;64;420
0,42;0,16;0,1;0,25;60;-0,5;0,05;-32,77;17906,69;15;326;94;420
0,42;0,05;0,05;0,2;105;-0,5;-0,01;-32,78;16649,28;10;387;33;420
0,42;0,05;0,1;0,35;60;-0,3;-0,08;-33,16;18213,2;15;317;103;420
0,42;0,21;0,1;0,2;60;-0,3;0,05;-33,44;17321,64;15;333;87;420
0,42;0,21;0,1;0,2;60;-0,3;-0,01;-33,53;17317,76;15;332;88;420
0,42;0,21;0,15;0,2;60;-0,5;0,05;-33,82;17800,98;15;315;105;420
0,42;0,16;0,15;0,25;105;-0,3;0,05;-33,88;28248,58;15;331;89;420
0,42;0,21;0,1;0,3;80;-0,3;-0,08;-34,09;22691,02;15;335;85;420
0,42;0,16;0,1;0,25;60;-0,3;0,05;-34,26;17920,45;15;327;93;420
0,42;0,21;0,15;0,3;60;-0,3;0,05;-34,33;17518,51;10;319;101;420
0,42;0,05;0,05;0,25;60;-0,3;0,05;-34,82;16172,12;15;357;63;420
0,42;0,11;0,15;0,2;60;-0,5;0,05;-34,82;17254,42;15;315;105;420
0,42;0,16;0,1;0,25;80;-0,3;-0,08;-35,21;19105,02;10;353;67;420
0,42;0,05;0,1;0,35;60;-0,3;-0,01;-35,28;18219,96;15;317;103;420
0,42;0,05;0,05;0,2;105;-0,3;-0,01;-35,72;16652,22;10;387;33;420
0,42;0,11;0,15;0,25;60;-0,3;-0,08;-35,79;16635,21;10;326;94;420
0,42;0,01;0,15;0,2;105;-0,5;-0,08;-35,8;20712,38;10;360;60;420
0,42;0,05;0,1;0,35;60;-0,3;0,05;-35,84;18224,52;15;319;101;420
0,42;0,11;0,05;0,2;60;-0,3;0,05;-36,03;12856,84;10;374;46;420
0,42;0,01;0,15;0,2;60;-0,5;-0,08;-36,15;15742,04;15;331;89;420
0,42;0,05;0,05;0,2;105;-0,5;0,05;-37,35;16655,14;10;387;33;420
0,42;0,16;0,05;0,3;60;-0,5;-0,08;-37,4;14475,83;10;361;59;420
0,42;0,11;0,15;0,2;80;-0,3;0,05;-37,9;21450,73;15;331;89;420
0,42;0,11;0,05;0,2;60;-0,3;-0,01;-38,4;12855,28;10;373;47;420
0,42;0,11;0,1;0,3;60;-0,5;-0,01;-38,51;16677,1;10;333;87;420
0,42;0,16;0,05;0,3;60;-0,5;-0,01;-38,59;14477,02;10;361;59;420
0,42;0,16;0,05;0,3;60;-0,3;-0,08;-38,99;14477,42;10;361;59;420
0,42;0,11;0,05;0,2;60;-0,3;-0,08;-39,11;12851,45;10;373;47;420
0,42;0,11;0,05;0,25;80;-0,5;-0,08;-39,17;15887,37;10;375;45;420
0,42;0,01;0,1;0,25;60;-0,3;-0,01;-39,53;16216,39;15;335;85;420
0,42;0,05;0,05;0,2;105;-0,3;0,05;-39,78;16657,57;10;387;33;420
0,42;0,11;0,1;0,3;60;-0,5;-0,08;-39,91;16674,63;10;333;87;420
0,42;0,11;0,05;0,25;80;-0,3;-0,08;-39,92;15888,11;10;375;45;420
0,42;0,16;0,05;0,3;60;-0,3;-0,01;-39,99;14478,42;10;361;59;420
0,42;0,16;0,15;0,25;105;-0,5;-0,08;-40;28255,58;15;331;89;420
0,42;0,16;0,15;0,25;105;-0,3;-0,01;-40,28;28248,01;15;331;89;420
0,42;0,21;0,1;0,3;80;-0,5;0,05;-40,87;22688,85;15;335;85;420
0,42;0,21;0,15;0,25;80;-0,3;-0,01;-41;20339,09;10;331;89;420
0,42;0,21;0,15;0,25;60;-0,3;-0,08;-41,67;18327,6;15;309;111;420
0,42;0,11;0,15;0,2;80;-0,3;-0,08;-41,95;21860,48;15;329;91;420
0,42;0,11;0,1;0,3;60;-0,3;-0,01;-42;16682,4;10;333;87;420
0,42;0,21;0,15;0,25;80;-0,3;-0,08;-42,08;20326,75;10;331;89;420
0,42;0,16;0,05;0,3;60;-0,5;0,05;-42,51;14480,94;10;361;59;420
0,42;0,11;0,1;0,3;60;-0,3;-0,08;-42,54;16679,82;10;333;87;420
0,42;0,11;0,05;0,25;80;-0,5;-0,01;-42,8;15891;10;375;45;420
0,42;0,11;0,15;0,2;60;-0,3;-0,01;-42,82;17426,48;15;314;106;420
0,42;0,11;0,15;0,2;60;-0,3;0,05;-43,79;17257,39;15;315;105;420
0,42;0,11;0,05;0,25;80;-0,3;-0,01;-44,42;15892,62;10;375;45;420
0,42;0,01;0,1;0,3;80;-0,3;-0,01;-44,53;20456,38;15;344;76;420
0,42;0,16;0,05;0,3;60;-0,3;0,05;-44,6;14483,03;10;361;59;420
0,42;0,16;0,1;0,35;60;-0,5;-0,08;-45,55;18931,47;15;315;105;420
0,42;0,01;0,1;0,25;60;-0,5;-0,08;-46,26;16197,34;15;335;85;420
0,42;0,11;0,05;0,25;80;-0,5;0,05;-46,67;15894,87;10;375;45;420
0,42;0,05;0,15;0,2;60;-0,5;0,05;-47,05;17033,95;15;323;97;420
0,42;0,01;0,1;0,25;60;-0,5;-0,01;-47,15;16198,23;15;335;85;420
0,42;0,01;0,1;0,3;80;-0,3;-0,08;-47,3;20449,29;15;344;76;420
0,42;0,11;0,1;0,25;105;-0,3;-0,08;-47,42;26248,05;15;349;71;420
0,42;0,16;0,15;0,3;105;-0,5;-0,01;-47,54;27611,06;10;336;84;420
0,42;0,11;0,05;0,25;80;-0,3;0,05;-47,56;15895,76;10;375;45;420
0,42;0,21;0,1;0,2;105;-0,3;0,05;-47,67;24410,47;15;351;69;420
0,42;0,21;0,1;0,2;105;-0,3;-0,08;-48,19;24396,67;15;350;70;420
0,42;0,16;0,05;0,35;105;-0,5;-0,08;-48,51;25420,01;15;362;58;420
0,42;0,16;0,05;0,25;80;-0,5;-0,01;-48,62;19244,11;15;359;61;420
0,42;0,11;0,15;0,2;60;-0,3;-0,08;-48,68;17382,76;15;313;107;420
0,42;0,05;0,1;0,35;105;-0,5;0,05;-48,86;28566,6;15;336;84;420
0,42;0,01;0,15;0,2;105;-0,5;0,05;-49,23;20315,6;10;361;59;420
0,42;0,16;0,05;0,25;80;-0,5;0,05;-49,37;19250,12;15;360;60;420
0,42;0,21;0,1;0,3;80;-0,3;0,05;-49,4;22697,38;15;335;85;420
0,42;0,21;0,05;0,25;60;-0,5;-0,08;-49,41;17004,41;15;353;67;420
0,42;0,16;0,05;0,25;80;-0,3;-0,01;-49,43;19244,92;15;359;61;420
0,42;0,11;0,1;0,25;105;-0,3;0,05;-49,56;26265,13;15;349;71;420
0,42;0,11;0,1;0,25;105;-0,3;-0,01;-49,6;26258,24;15;349;71;420
0,42;0,05;0,15;0,2;60;-0,3;0,05;-49,62;17021,06;15;323;97;420
0,42;0,16;0,05;0,25;80;-0,3;0,05;-49,89;19250,64;15;360;60;420
0,42;0,11;0,15;0,25;80;-0,3;0,05;-49,93;20961,13;10;337;83;420
0,42;0,01;0,1;0,25;60;-0,3;-0,08;-49,98;16213,53;15;335;85;420
0,42;0,16;0,1;0,25;80;-0,5;-0,01;-50,07;19089,74;10;353;67;420
0,42;0,11;0,05;0,25;60;-0,5;-0,08;-50,16;16357,44;15;355;65;420
0,42;0,21;0,05;0,25;60;-0,5;-0,01;-50,16;14209,54;10;361;59;420
0,42;0,21;0,05;0,25;60;-0,5;0,05;-50,18;14213,63;10;362;58;420
0,42;0,16;0,1;0,25;80;-0,5;-0,08;-50,62;19090,29;10;353;67;420
0,42;0,16;0,05;0,35;105;-0,5;-0,01;-50,73;25422,23;15;362;58;420
0,42;0,16;0,15;0,25;60;-0,5;-0,01;-50,84;16411,97;10;321;99;420
0,42;0,16;0,1;0,2;105;-0,3;0,05;-51,03;21599,5;10;362;58;420
0,42;0,21;0,05;0,25;60;-0,5;-0,08;-51,29;14205,97;10;361;59;420
0,42;0,21;0,1;0,2;105;-0,3;-0,01;-51,3;24407,45;15;350;70;420
0,42;0,01;0,1;0,25;60;-0,5;0,05;-51,33;16202,41;15;335;85;420
0,42;0,16;0,15;0,25;60;-0,5;0,05;-51,51;16409,78;10;322;98;420
0,42;0,16;0,1;0,35;60;-0,3;-0,08;-51,77;18937,69;15;315;105;420
0,42;0,16;0,05;0,25;80;-0,5;-0,08;-51,81;19241,23;15;359;61;420
0,42;0,16;0,05;0,25;80;-0,3;-0,08;-51,96;19241,38;15;359;61;420
0,42;0,11;0,05;0,25;60;-0,5;-0,01;-52,61;16359,89;15;355;65;420
0,42;0,16;0,1;0,35;60;-0,5;-0,01;-52,74;18938,66;15;315;105;420
0,42;0,16;0,1;0,25;80;-0,5;0,05;-53,21;19092,88;10;353;67;420
0,42;0,01;0,1;0,3;80;-0,5;-0,01;-53,23;20445,5;15;344;76;420
0,42;0,05;0,15;0,2;60;-0,3;-0,01;-53,25;17235,45;15;321;99;420
0,42;0,01;0,1;0,3;80;-0,5;-0,08;-53,76;20440,41;15;344;76;420
0,42;0,21;0,05;0,3;60;-0,5;-0,08;-53,91;14877,14;10;358;62;420
0,42;0,16;0,15;0,3;105;-0,5;0,05;-53,92;27617,44;10;335;85;420
0,42;0,11;0,05;0,2;60;-0,5;-0,08;-53,93;12843,89;10;373;47;420
0,42;0,11;0,1;0,25;60;-0,3;-0,01;-53,94;17670,04;15;322;98;420
0,42;0,21;0,05;0,25;60;-0,3;-0,01;-53,94;14213,32;10;361;59;420
0,42;0,21;0,05;0,3;80;-0,5;-0,01;-54,05;20945,27;15;357;63;420
0,42;0,11;0,15;0,25;80;-0,3;-0,08;-54,15;21014,35;10;336;84;420
0,42;0,16;0,15;0,25;60;-0,5;-0,08;-54,26;16436,3;10;321;99;420
0,42;0,05;0,1;0,35;80;-0,5;0,05;-54,34;21251,04;10;340;80;420
0,42;0,21;0,05;0,25;60;-0,3;-0,08;-54,46;14209,14;10;361;59;420
0,42;0,16;0,05;0,35;105;-0,3;-0,08;-54,52;25426,02;15;362;58;420
0,42;0,21;0,05;0,25;60;-0,3;0,05;-54,62;14218,07;10;362;58;420
0,42;0,16;0,15;0,25;105;-0,5;-0,01;-54,93;28219,23;15;331;89;420
0,42;0,11;0,1;0,3;60;-0,5;0,05;-55,12;16677,06;10;333;87;420
0,42;0,11;0,15;0,25;80;-0,3;-0,01;-55,18;21013,38;10;336;84;420
0,42;0,11;0,05;0,2;60;-0,5;0,05;-55,28;12845,24;10;373;47;420
0,42;0,05;0,1;0,35;80;-0,5;-0,01;-55,39;21241,46;10;338;82;420
0,42;0,21;0,15;0,25;60;-0,3;-0,01;-55,43;18335,65;15;308;112;420
0,42;0,11;0,05;0,2;60;-0,5;-0,01;-55,6;12845,56;10;373;47;420
0,42;0,21;0,05;0,3;80;-0,5;-0,08;-56,07;20941,37;15;357;63;420
0,42;0,01;0,05;0,2;60;-0,5;0,05;-56,12;14312,93;15;362;58;420
0,42;0,16;0,15;0,25;105;-0,5;0,05;-56,33;28220,63;15;330;90;420
0,42;0,21;0,1;0,25;60;-0,5;-0,08;-56,33;17520,63;15;323;97;420
0,42;0,11;0,05;0,25;60;-0,5;0,05;-56,36;16363,64;15;355;65;420
0,42;0,21;0,15;0,2;60;-0,3;0,05;-56,53;17810,03;15;315;105;420
0,42;0,21;0,05;0,25;60;-0,3;-0,08;-56,61;17011,61;15;353;67;420
0,42;0,16;0,05;0,35;105;-0,3;-0,01;-56,65;25428,15;15;362;58;420
0,42;0,16;0,05;0,35;105;-0,5;0,05;-56,89;25428,39;15;361;59;420
0,42;0,05;0,15;0,2;105;-0,5;-0,01;-57,07;23309,28;10;351;69;420
0,42;0,16;0,05;0,2;60;-0,3;0,05;-57,1;13153,08;10;370;50;420
0,42;0,05;0,1;0,35;105;-0,3;0,05;-57,15;28574,89;15;336;84;420
0,42;0,21;0,05;0,3;60;-0,5;-0,01;-57,15;14880,38;10;358;62;420
0,42;0,16;0,1;0,35;60;-0,5;0,05;-57,16;18943,08;15;315;105;420
0,42;0,11;0,1;0,25;60;-0,3;-0,08;-57,18;17664,48;15;322;98;420
0,42;0,21;0,05;0,3;60;-0,3;-0,08;-57,29;14880,52;10;358;62;420
0,42;0,16;0,15;0,25;60;-0,3;0,05;-57,55;16414,29;10;322;98;420
0,42;0,01;0,05;0,2;60;-0,5;-0,01;-57,6;14310,47;15;361;59;420
0,42;0,11;0,1;0,25;60;-0,5;-0,08;-58,04;17653,15;15;322;98;420
0,42;0,01;0,05;0,2;60;-0,5;-0,08;-58,44;14306,77;15;361;59;420
0,42;0,16;0,15;0,25;60;-0,3;-0,01;-58,62;16418,22;10;321;99;420
0,42;0,16;0,1;0,35;60;-0,3;-0,01;-58,88;18944,8;15;315;105;420
0,42;0,21;0,05;0,25;60;-0,5;-0,01;-59,08;17009,43;15;352;68;420
0,42;0,16;0,05;0,2;60;-0,3;-0,01;-59,63;13151,65;10;369;51;420
0,42;0,21;0,05;0,3;60;-0,3;-0,01;-59,83;14883,06;10;358;62;420
0,42;0,21;0,05;0,25;60;-0,5;0,05;-60,14;17014,35;15;353;67;420
0,42;0,01;0,05;0,2;60;-0,3;0,05;-60,16;14316,97;15;362;58;420
0,42;0,21;0,05;0,3;80;-0,3;-0,01;-60,29;20951,51;15;357;63;420
0,42;0,16;0,05;0,2;60;-0,3;-0,08;-60,56;13148;10;369;51;420
0,42;0,05;0,1;0,35;80;-0,3;0,05;-60,57;21257,27;10;340;80;420
0,42;0,21;0,05;0,3;80;-0,3;-0,08;-60,59;20945,89;15;357;63;420
0,42;0,11;0,05;0,25;60;-0,3;-0,01;-60,9;16364,64;15;354;66;420
0,42;0,16;0,15;0,25;60;-0,3;-0,08;-60,96;16441,47;10;321;99;420
0,42;0,21;0,15;0,25;80;-0,5;0,05;-61,01;20323,72;10;332;88;420
0,42;0,01;0,05;0,2;60;-0,3;-0,08;-61,87;14310,2;15;361;59;420
0,42;0,05;0,1;0,35;80;-0,3;-0,01;-61,94;21248,01;10;338;82;420
0,42;0,16;0,1;0,35;60;-0,3;0,05;-62,25;18948,17;15;315;105;420
0,42;0,11;0,05;0,25;60;-0,3;-0,08;-62,26;16361,51;15;354;66;420
0,42;0,01;0,05;0,2;60;-0,3;-0,01;-62,32;14315,19;15;361;59;420
0,42;0,21;0,15;0,25;80;-0,5;-0,08;-62,35;20319,68;10;331;89;420
0,42;0,11;0,05;0,25;60;-0,3;0,05;-62,42;16370,05;15;355;65;420
0,42;0,21;0,15;0,25;60;-0,3;0,05;-62,45;18330,28;15;309;111;420
0,42;0,11;0,1;0,25;60;-0,5;-0,01;-62,56;17657,67;15;322;98;420
0,42;0,05;0,1;0,35;80;-0,5;-0,08;-62,64;21236,43;10;338;82;420
0,42;0,05;0,1;0,25;105;-0,3;-0,08;-63,31;25810,26;15;348;72;420
0,42;0,05;0,1;0,25;105;-0,3;0,05;-63,35;25824,53;15;349;71;420
0,42;0,21;0,05;0,3;60;-0,5;0,05;-63,35;14886,58;10;358;62;420
0,42;0,11;0,05;0,3;60;-0,3;0,05;-63,56;17020,32;15;351;69;420
0,42;0,01;0,15;0,2;60;-0,5;0,05;-63,61;15642,22;15;332;88;420
0,42;0,16;0,1;0,25;60;-0,5;0,05;-64,28;15438,99;10;337;83;420
0,42;0,16;0,1;0,25;60;-0,5;-0,01;-64,34;15435,02;10;336;84;420
0,42;0,16;0,05;0,35;105;-0,3;0,05;-64,46;25435,96;15;361;59;420
0,42;0,11;0,15;0,2;80;-0,5;0,05;-64,53;21563,35;15;330;90;420
0,42;0,05;0,15;0,2;105;-0,3;-0,01;-64,66;23512,23;10;351;69;420
0,42;0,11;0,05;0,25;105;-0,3;-0,08;-64,78;22413,28;15;372;48;420
0,42;0,21;0,15;0,25;80;-0,5;-0,01;-64,82;20329,43;10;331;89;420
0,42;0,21;0,05;0,3;80;-0,5;-0,08;-65,23;17512,77;10;364;56;420
0,42;0,21;0,05;0,3;80;-0,3;-0,08;-65,26;17512,8;10;364;56;420
0,42;0,11;0,05;0,25;105;-0,3;0,05;-65,8;22429,24;15;372;48;420
0,42;0,11;0,05;0,25;105;-0,3;-0,01;-65,96;22422,47;15;372;48;420
0,42;0,11;0,05;0,3;60;-0,3;-0,01;-66,56;17015,44;15;349;71;420
0,42;0,21;0,1;0,2;105;-0,5;-0,01;-66,6;21593,13;10;357;63;420
0,42;0,21;0,05;0,3;60;-0,3;0,05;-66,71;14889,94;10;358;62;420
0,42;0,16;0,1;0,2;105;-0,3;-0,01;-66,81;21609,77;10;361;59;420
0,42;0,05;0,1;0,25;105;-0,3;-0,01;-66,92;25821,5;15;348;72;420
0,42;0,01;0,15;0,2;105;-0,3;-0,01;-66,94;20826,52;10;360;60;420
0,42;0,11;0,1;0,3;60;-0,3;0,05;-66,99;16665,63;10;333;87;420
0,42;0,16;0,1;0,2;105;-0,3;-0,08;-67,25;21603,85;10;361;59;420
0,42;0,21;0,05;0,25;60;-0,3;-0,01;-67,29;17017,64;15;352;68;420
0,42;0,21;0,05;0,3;80;-0,5;0,05;-67,81;17526,91;10;365;55;420
0,42;0,21;0,05;0,3;80;-0,5;-0,01;-67,93;17521,67;10;364;56;420
0,42;0,11;0,05;0,3;60;-0,3;-0,08;-68,04;17007,81;15;349;71;420
0,42;0,11;0,1;0,25;60;-0,5;0,05;-68,11;17663,22;15;322;98;420
0,42;0,21;0,1;0,2;105;-0,5;0,05;-68,38;21601,88;10;358;62;420
