ID Маркета;Исход первого входа;Цена первого входа;Признак Risk-Free;PnL (Сумма);PnL (%);Вложено всего
0xd0a9904c8e832f3dd7c2224e7c46b1a98f347b21c60e8cee28c3de66b561d12b;Up;0,43;Да;-100,19;-4,98;2013,55
0xd18ea349bad849273ac5ab6b1c0005213c8afce5c13aec60f27c1134e3a74105;Up;0,45;Нет;-54,40;-20,36;267,11
0xd1e5a005ddef876220508839e90b669a6b8fb39ef314683fce3b136313c5c0d1;Down;0,54;Да;614,87;15,58;3946,90
0xd2961193f4b487ca1dc46ba55ff9e5062552d88a2e3a27b434d8bcada864953a;Down;0,58;Да;824,13;22,85;3607,24
0xd2a32353a55ff0568be423f6a697d735f23e5d8616207c3c35c317d08bb5a652;Down;0,53;Нет;-127,45;-4,05;3147,68
0xd2d65c3a24cca7658bc4acebe2f55bcd155281686c58f469b8c944c4e614103a;Down;0,37;Да;-16,93;-4,48;377,69
0xd2f81ac772ccf0788525b2718f54832fe39ff61f38323d65f7142debea45e72e;Down;0,53;Нет;772,34;35,49;2176,34
0xd320d54ffd7c84eeab2c0f7ab7756497f158626cf070b9af23ae96dab2e177db;Up;0,32;Нет;-41,37;-22,50;183,86
0xd33f9b25a32acf42b5e491559215c979f8f4341bdd9217d52b4d16108c3e23a0;Down;0,56;Да;1986,38;31,24;6359,07
0xd4b8db51a7e33d270e3c157e0416dd42a77ce0880af0f50c1ec3acce2d744b2d;Down;0,53;Да;77,07;52,69;146,27
0xd5e715987bff787f6e60d4be809660ae62d8733754f0a9cc2fba5aebf075739d;Up;0,48;Нет;8,83;1,98;445,04
0xd5ebb9f18d1f762ba6864dcf63c20e2c0827aa4d39dccecd7d1471e77caaf2f3;Down;0,50;Нет;-2462,52;-20,88;11791,84
0xd6176da4d9d6627863043686bc62913dfbfa12508a5ab5c70995405f8e66fa9c;Up;0,51;Да;94,10;5,45;1727,19
0xd6a61bdc7b842ae5f3daff1babd4227d7591229928b64db698b562277bb95532;Down;0,55;Нет;223,89;10,39;2155,05
0xd763d9c02db5d4593ebbd15781354e615a16f9b9e869061d03dd22c53ee8667d;Down;0,29;Нет;306,34;5,58;5489,94
0xd79a7ab7738c00582c001fb9f03d54499622f2713cbd0093d985c1688d07fcc3;Down;0,59;Нет;366,04;23,37;1566,01
0xd7e303456d4b12cb8fb7cd1f60e91ba77e7462157e96f508c5e3660433520f9c;Down;0,58;Да;652,57;36,04;1810,77
0xd7ea3784ae48726233ea7d932ef09942ecfb1d37b2750b1f3b52511b3a1ebe2b;Down;0,36;Нет;45,15;1,57;2877,87
0xd86ddc9391102817338ce40d5133f37898da636c314be82d31de0d92e84bfc65;Down;0,52;Да;50,65;22,72;222,90
0xd89216b4a605b8626f7ead90f8f4689f7d59e34452a1de6d2b29da53846aec38;Down;0,45;Нет;-88,96;-9,94;894,80
0xd8e8da6417aec75ff45f784f50b255a3079592bb51e36fdffe0a4e21eb82fd5a;Down;0,39;Нет;252,55;14,02;1800,76
0xd9852c44e76ded84b84ee28e968c8d0d36db0242320a13e746ae61a90c064d65;Down;0,50;Нет;-210,48;-28,87;729,10
0xda43b52ad102687258f850f2e46a3310dd2f349753b4cbdab5390a4f19b3ed4d;Down;0,30;Нет;-380,29;-11,71;3247,54
0xda8efb4196971ba38e800d9b2007c738c8979d338bfe19bc2108afd7cbc8e0de;Up;0,55;Нет;-466,80;-24,83;1879,65
0xdaace2090f5fb8b1a4e264a8373c6b6917ff16bd769dfacce1c8513f0145f0c3;Up;0,45;Да;1197,39;40,15;2982,52
0xdba849b82eb77bea5ff737c51826ce5df022a4c96a904ed11b5c6e18b02b1e18;Down;0,63;Да;80,95;15,66;516,78
0xdc023e2b1bfea46f054f9861ef6c61011003860a60056248c5a7f7e6cd9a0fdc;Up;0,62;Да;26,24;6,34;414,14
0xdc592d99a0195a36ebe5d30350b739a28b2c5a5a1bf8f3ebd780ac04bd71b930;Up;0,55;Да;88,03;10,16;866,29
0xdc7402eb4e7ed5feb7eaa266eb86be48249f4eeebc993f796e33f7f75ce944bd;Down;0,55;Да;92,86;17,81;521,32
0xdd624f8b91d426710f04f169905a4c1f087825163b1581de30a393126dbcaa81;Up;0,52;Да;19,71;0,51;3875,46
0xdd6e57d58a432ad34e88a7cb972cbf23ba91069807eb3cec06f1e22784f26690;Up;0,38;Нет;-72,80;-3,66;1989,24
0xde4803940ffa92547288743a487404cfcdf2ccdb51bae86f3b3ab2d30793a3b1;Down;0,53;Да;90,87;11,11;817,64
0xdea3b2f564fcbfb2474da1fc46329ffc9fcd01bbd953f94e1df88d1cf5f2f3a3;Up;0,42;Да;70,18;22,49;312,04
0xdeaecdcf52f380507d99b061f0768a841119ee99f2adba35562f7fae7a2dcf1f;Down;0,49;Нет;62,01;2,14;2903,83
0xdeb9861266ec81db361dac15672eef2cc5a603a064dc9c168efb8545fcb93642;Down;0,55;Да;448,04;3,72;12030,37
0xdec76d7cbee3ba0022ff5f3cb146fa2254f069a3176cd5e20943e01a2b25142d;Down;0,50;Нет;-342,40;-16,18;2116,08
0xdee62c31927ee43dbff6e3038e257999aea862bc2b9379a32fa9bf39f8a6a7af;Up;0,49;Да;-330,46;-5,29;6246,30
0xdf0f2ac5f2638fc87693247afb7884d797388a979b1bff1da88c5d8af9567968;Up;0,52;Нет;-3,31;-3,49;94,98
0xdf30185ee8fe5d014532bbca9a4a32e2c5f19c56780962bfd3ca2b97657f7c0c;Up;0,37;Нет;-63,76;-1,96;3254,03
0xdfe790cd980d7b69691f068dd7cad8b9f837c216a0dff563e8015b6397a3ce43;Up;0,45;Нет;-647,01;-11,50;5625,13
0xe0cc0551727900b59f3a214c082825be3519d21d59346b78552ffc3588b1bed3;Down;0,52;Да;559,96;11,89;4709,39
0xe0eee0ebdae3cc3ef2010c4852c588f9c0d88fdb2f0966c247949731c4016455;Down;0,54;Да;398,24;13,86;2872,49
0xe1556761f28e4c2efe042d17ef3d0f641740b4842758d056a5c860145eb18c5e;Up;0,49;Да;-4,95;-0,70;702,99
0xe16d23168841fd3891b1e68aa377dff8fe63be08bd3e2b255828eea19937d8af;Up;0,49;Нет;174,99;14,11;1240,09
0xe1e60c59d0426aaa5e7c9352fcbbe2dea65066466fef8afeeeb0cf01b6671db0;Down;0,47;Нет;92,53;89,41;103,49
0xe2856b0dace467e90b716f71910362a3d2d7ec5175f5ab513fc2f3a1519c7ca8;Down;0,28;Нет;-2023,94;-24,24;8350,56
0xe2ae2d15f258f85842f32e7f213f0b20e734fd37becfb2ef8108a8e3ec9fdcb5;Down;0,50;Да;12,34;9,29;132,82
0xe2f390a1c0a58d61ba0e016e9a0277d08253bd996232c43ed8c70f63801beb21;Up;0,61;Да;20,54;0,92;2243,54
0xe30d7209e16b7a8b0162d5af63da1bf756df3205a22823b13b457eae175575d1;Up;0,55;Нет;-41,10;-4,09;1003,87
0xe353fbbaaf2f2aa8a96f89485818d3cd34f4170a5308c4617f604370090f986a;Up;0,51;Нет;658,27;15,78;4172,30
0xe38d2ce3724f5fbf1f2872b18a633d9634499a5440a4c0a33c40c064f5b30e1f;Up;0,00;Нет;-17,02;-100,00;17,02
0xe3cacb1ed40a300a557fbc9f726deb6d9d0b6879737738309bed9906e3974867;Down;0,31;Нет;433,74;66,40;653,24
0xe432330d6dfc67d74c19c6464273629511f1d9bd451b382acbb2d0bd02adc83a;Up;0,40;Нет;-29,93;-12,65;236,65
0xe4bbefefa3d2ac55d745fa0759cb702503ec2d3488f9f534a1e50f5fc9cbfdde;Up;0,49;Нет;-920,69;-16,58;5553,08
0xe4e6fbf7169240accc479ca520e3a45563d16394ae1b61d609f4ecbbecb1c0c1;Down;0,48;Да;704,50;27,84;2530,84
0xe503d79a90577208153dc1d3da257190f591a3d0b7b664855aa7028ffeb8025b;Down;0,68;Нет;60,50;7,44;813,32
0xe53dc1fef979c862aa365b1d7c658ce4e1d7a0b61722c77085daafca3d695f89;Down;0,43;Нет;1,75;1,40;125,27
0xe5d78f02f61006df96b7274f04dac0ad7d77570d12b2975ba058901e1fc9ec59;Down;0,49;Да;-51,22;-16,09;318,26
0xe63e2800bfee1ac81133cfd74c2fdf4475f30f8d8733d04622ce4ade0ac2fdd8;Up;0,56;Да;897,78;20,43;4394,41
0xe6667abf57bb9dc24f6e932f3d4b0d52eb546ab99ad438732895023a2d86794f;Up;0,51;Да;53,60;1,60;3353,15
0xe69fa09e73601e7d1c62222f078b36a208e18c91ef0f53ff7a0a05d183d56971;Up;0,48;Да;547,52;19,40;2821,77
0xe75f9488e8a6b753c831a574ad1ab3bfb37df29c7237642d0b8eb3d12f053bb8;Down;0,61;Да;166,73;14,48;1151,45
0xe7b6460059ac1d03653095c48375c0f5c92c13127feba4a8c4d6f852a144fc30;Up;0,49;Нет;-163,31;-17,11;954,24
0xe7c36c2d4ccf3d2ba218e441a42003e6387d23bccc0c65b6398f87f686220921;Down;0,53;Да;474,96;33,75;1407,18
0xe7cf7fa66b56d17787f64b0d668d1d4b98a6326a7123b612cdd6cd714bffc3e5;Down;0,52;Нет;57,96;41,95;138,16
0xe7e367084c2cb5a292347705e4b71b275581a4018f082234fe733c286154abef;Down;0,47;Нет;181,89;15,25;1192,77
0xe7f9de3625f5f45e45e22b5b6faf4f7690ece99634d9c95ec933eadd3686abbf;Up;0,35;Да;264,97;4,23;6264,80
0xe881789575f4c8c3b662576e23019b6c86f31d751bdbff9a743aa589b25ddc15;Up;0,55;Да;40,96;17,09;239,63
0xe88e3ac44068f59d6d25d71793e7a1558f2fcaca5868d5830222d5d88f80b074;Down;0,01;Нет;-3,60;-100,00;3,60
0xe8cd0490b2c1ff04c7b8d80f2b9bac84afb6d8567887f0cf0a905c0079ffe96e;Up;0,31;Нет;-61,26;-10,25;597,91
0xea90c7db34d0e471cb4c8ac8f2a9416ce933bd88be0393a5de8310042df4faed;Down;0,58;Да;13,71;7,68;178,51
0xead48cd9969c5f1a1843b685c5a71923cafd219446c32d51efa4f25c83b16523;Up;0,62;Нет;-74,63;-15,92;468,76
0xeb782da6cac9051dc13e26bcaa99fd38ca13144b94cf62a0df24ee7b82b4e763;Down;0,52;Да;31,43;10,44;301,13
0xebbf9a6e998def24b471fa9a7c271fffefe47ac99f98049f803e6c661e259af4;Down;0,41;Нет;91,15;78,32;116,38
0xec16d47bf80fd19879f52c5e260344ac1db687607ff6305d4c2b5c34e69ad217;Up;0,84;Да;119,52;12,17;982,24
0xeca39087643b8e58c8640a0d5264513d74cd45ae629dc0a50859ba3dc58023dd;Up;0,44;Нет;199,53;7,67;2600,45
0xecc8095032a531f120018bae48eba446284a3d26d8b6125fd1cc01cafca6dd02;Down;0,58;Да;194,58;14,69;1324,85
0xed402336cf5ecb3e853ee3296c182e86d49c311e97a2061839d723dc693c1eeb;Up;0,75;Да;57,70;11,28;511,37
0xede5035c1a7dd5428bb776aec4775833e817e4d6e26bb391c881553ba4207a77;Up;0,53;Да;58,56;5,96;982,79
0xeed084ae925e5aec7cbbd7a2cdfc9194eb3162961bc73ca4629e387445cf167b;Down;0,47;Да;-1302,33;-16,03;8124,10
0xef17c5bfc4f3d1cb838d3b7d10025d4ed0c5962c7e343ddde195ee395b938a47;Down;0,46;Да;1062,05;11,17;9507,27
0xf0bfe99b873b5ac0e28e90897227b04cabbe1e291ec24787e20a6bc312d5b318;Up;0,46;Да;488,71;29,79;1640,42
0xf0f9b86239e58130e9eef926ff614964190afef34eaa660312d0e0cd078f529a;Down;0,68;Нет;-151,52;-7,81;1938,98
0xf126456c943208cfb3e092d7284ac2ed84d1f64e27ed6f5a2d148e19c8efd883;Down;0,60;Нет;539,44;45,51;1185,43
0xf161ee6b8ea766f60ab5bb07a7923805703b7c49a6c600196ccaa28567ac451d;Up;0,25;Да;13,13;9,84;133,35
0xf17027dc46e86a4409e4a2e8e681a7205ac09abac77ed65f4a3bca0513ab23ee;Up;0,43;Нет;275,40;68,41;402,58
0xf175ae2faf04cbf2a095284e1a0092f9e25f64684d46247a1d99fa87d7ac4de8;Down;0,81;Да;96,88;6,61;1465,18
0xf17630b33d79a4d8452fca1dbf7bc55383624607b2ba49cede9f5aff52b3bb52;Up;0,46;Нет;-15,99;-9,70;164,83
0xf1b7ee36c2d4dc0dd49f8c2b2ea3b2f28950f907587d0131a42359f3c4f4099f;Up;0,45;Нет;141,50;60,18;235,14
0xf1dbb405568dd291afbc64fa0c51deaa6f5c3b46c72def2399e86c7c018a79d8;Down;0,46;Нет;-170,37;-45,18;377,06
0xf1e9917fafb6ae39f928e6f7a5805e3bcca77e17595ecb2e7d4cb7bbdcf0813f;Down;0,45;Да;15,08;3,13;481,43
0xf2494404e6915f2572b3bd204d2c9261c1519221c7be540b4ce51a7c9937eaeb;Down;0,47;Да;74,25;9,65;769,09
0xf25752688ad27402ba6c8abb335ffc1c5070a2ebabf8ddc0e7d7b1351bd60a94;Down;0,53;Да;149,90;8,09;1853,50
0xf2ef699b80faa74088f6149c1f1534cdea8949b70b2d8792fd7421d1791cdf99;Up;0,55;Да;283,80;4,46;6361,00
0xf33206e55c6e8ddc9f9341aae55912e49318448c230214cb5982ac8be8b272ab;Up;0,49;Да;35,90;28,73;124,94
0xf53ed43ccdd8476286352863ac42e9d448ad71c015469b9c3f7adb3ed13acb5d;Up;0,56;Нет;-355,19;-9,34;3802,03
0xf56548e7b45e4270577887049cb578189bbc68ab07d36a3dedd6e54ad22d2ef6;Down;0,53;Нет;-1121,55;-11,57;9692,15
0xf59345de44182920fded1cddbe6304cb16265ac0e92850a090be76ffd67fe457;Down;0,56;Нет;-126,20;-10,77;1171,93
0xf5c1d607fa0e45d901b8cef8c50a89c13d3b57115a054a0c64f1fd68afba44ef;Up;0,67;Нет;-54,16;-6,67;811,68
0xf68d47d7ed46db8678b94aecc096a77f5b5f61adbfe3040b4452884a397672d4;Up;0,64;Да;65,05;26,09;249,34
0xf6f697b1ff56d1401cade043b01100487458acfc2f11796c81616c82f4064221;Down;0,50;Нет;-2,23;-0,20;1110,48
0xf750e7b111d581fcb4b38985c408ab4ae144e7d302bdc5ef733042932104c064;Up;0,62;Да;1556,38;32,78;4747,59
0xf76c1d62234c0e4e73bdf8abe64b1fdbaf76852fdbfacfa2f324396c44bc2ebb;Up;0,50;Да;151,51;55,87;271,18
0xf8b4c790c433ebae9644cb745a56180fc49a28b123bc6a53414d4ead66995865;Up;0,46;Да;2,00;1,20;165,73
0xf8ebc661bc2e43490976d54b3d5fe0e9ce11ada339050a19e737fb43355e0baf;Up;0,50;Нет;1377,87;28,66;4808,37
0xf96138b1fe0f338f5795e7333a19b3dd52a47227cc1362603730a90223277fc1;Down;0,94;Да;72,67;8,48;857,34
0xf99106d96349e6bc9c08a4c215c99244724457a94828a7b72253546e068131ec;Up;0,51;Да;221,27;9,36;2365,23
0xf9bcefa522770d08b0e3cf9910cc8556c996ee4c0abc1231285dd13c19d4536c;Up;0,55;Нет;-115,34;-8,59;1343,04
0xf9de8a17a3fdb8bf73cc54f5306af78b1b1bcc7ec23e744975f2dc483c96b596;Up;0,51;Да;467,97;13,42;3486,50
0xf9e6f1da1c3ba042d6200f530a7826ddc78b125a2af14430d2a32851e5b9fa2e;Up;0,24;Нет;-97,33;-8,97;1085,34
0xfa010229b52cb5db85af5ad6db554dd809b38723be24da50930e2885ee05af6c;Up;0,61;Да;69,30;32,93;210,45
0xfa97704100124e21def8adc062cddae38926d125309ef095b8729b4d9ebe71fa;Down;0,53;Нет;528,51;37,17;1421,85
0xfb46f290bb0ca7ca9887ea57c12c1e4d2861c38e028dd2c2a1ddc03f1915b3af;Up;0,26;Нет;-39,62;-16,91;234,34
0xfb7f38cac1d394b06df3945e7b03ca316bd4a6d12f0ca89cd459c844a3f0620b;Up;0,57;Нет;-977,63;-14,57;6712,14
0xfb8495d361931a0a32fecd2e157c6b370c97fa48b311c54c2d59e64bb0d8b7fb;Up;0,75;Да;4,61;8,44;54,62
0xfc119c3cb7c2992379d3f005cae2a0f1e9a758f9ff66a2de38a15950d57963bd;Up;0,56;Нет;-15,76;-7,18;219,45
0xfc42b971264b0cf83e050669ecbe4f2437c160fdbcd47df655d0c513e38f8786;Up;0,65;Да;47,91;7,12;672,71
0xfc9d6b553b431603c29569fa6ee98cd20bfe083f688270bc6347fc1dd22b9eb2;Down;0,55;Да;196,18;19,92;984,73
0xfcd84b1d12ced1573da800729946bd3de32443a2bdf1e3744ee0fb562f17c599;Up;0,50;Да;148,31;72,59;204,31
0xfce1c48856999cc7e83ed0c7821ac3f70276a57f14f7849c4213d7b10589914b;Down;0,57;Да;39,60;4,24;933,63
0xfd11d331db0d54e411537b7d25b15ef1de5ebea43b90292e7853cbc47086d1ed;Down;0,54;Нет;-27,83;-6,16;451,75
0xfd698ca39db100659cbc60ec2cc209915de5e751811fc8d85ce44fc581f47657;Down;0,42;Нет;-57,96;-28,28;204,94
0xfe89bb7ebe616210a74e735b0bf9c24903659b93fb59ba0c7f415c631eb90388;Up;0,45;Да;361,39;83,65;432,04
0xfefc8e9434e53abb96edf9d764f631538dbc0e9e247a49226ddba3bccdf879f9;Down;0,48;Да;164,02;7,48;2192,36
0xff16ae08ff4d24646d23f451730621297cc1f8983d85cb5707573b1e152dd940;Up;0,54;Нет;170,09;9,73;1747,41
0xff1dbe256469ce38c251b4a31ba6f2f349a5a7aecb02627ee484795df6933278;Down;0,49;Нет;-211,98;-14,33;1479,40
