Entry Price;Hedge50 Profit;RF Profit;Arb Profit;Budget Limit;Risk Threshold;Target Loss;Total PnL ($);Total Invested ($);Wins;Losses;Total Markets
0,45;0,16;0,15;0,2;60;-0,3;0,05;-62,37;16889,09;283;108;391
0,45;0,16;0,15;0,05;60;-0,4;0,05;-62,85;15872,97;314;77;391
0,45;0,16;0,15;0,05;60;-0,4;-0,08;-63,31;15873,43;315;76;391
0,45;0,16;0,15;0,05;105;-0,3;-0,08;-63,96;20397,04;344;47;391
0,45;0,21;0,05;0,2;80;-0,3;-0,08;-66,69;18964,31;331;60;391
0,45;0,21;0,05;0,2;80;-0,4;-0,08;-66,69;18964,31;331;60;391
0,45;0,16;0,15;0,05;60;-0,4;-0,01;-68,01;15878,13;314;77;391
0,45;0,16;0,15;0,2;60;-0,3;-0,01;-69,10;17051,42;282;109;391
0,45;0,16;0,15;0,25;80;-0,4;0,05;-69,59;21860,13;292;99;391
0,45;0,16;0,15;0,05;60;-0,3;-0,08;-71,16;15881,28;314;77;391
0,45;0,16;0,15;0,05;105;-0,3;-0,01;-72,37;20445,49;344;47;391
